RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnPrediction,RiskLevel
663,101015,Jones,377,France,Female,57,6,"23865,5898753745",3,1,1,"57773,1501239548",1,"0,8824135876",1,High Risk
664,102193,Jones,395,France,Male,34,7,"140433,0878819826",1,0,1,"169727,4597435939",0,"0,1556260452",0,Low Risk
665,108415,Garcia,570,Spain,Female,35,7,"75292,7353748359",4,0,1,"39391,6525358613",0,"0,0843789701",0,Low Risk
666,107449,Johnson,473,France,Male,28,5,"42269,8548069073",4,1,1,"137689,7045978187",0,"0,0182981736",0,Low Risk
667,104158,Smith,753,Spain,Female,57,6,"46014,2115263119",3,1,1,"150826,7468118859",1,"0,8908820141",1,High Risk
668,103925,Williams,676,France,Female,48,7,"12364,3438965808",2,1,1,"109566,6892878250",1,"0,6790989597",1,High Risk
669,106970,Brown,436,Spain,Male,22,3,"28739,0125525115",3,0,0,"76479,5888327991",0,"0,0203900715",0,Low Risk
670,106938,Williams,490,France,Female,63,7,"131387,8421224947",1,1,0,"41232,9999449768",1,"0,9915111219",1,High Risk
671,104784,Davis,774,Spain,Female,90,5,"198591,9298153951",2,1,1,"31352,3074679653",1,"0,9998412372",1,High Risk
672,104000,Jones,669,France,Male,18,6,"30869,8970405245",4,1,1,"153953,0609629719",0,"0,0025512113",0,Low Risk
673,101633,Smith,793,Germany,Female,44,9,"88835,7726085143",4,1,1,"22899,7158368383",0,"0,3899487650",0,Medium Risk
674,107266,Miller,761,France,Male,18,6,"3534,4015084001",3,1,0,"121352,0930182650",0,"0,0107264086",0,Low Risk
675,108702,Smith,534,Germany,Female,34,7,"8056,6272488650",1,0,1,"17029,9446534070",0,"0,2134325999",0,Low Risk
676,100384,Smith,738,France,Female,18,10,"333449,0755395712",1,0,1,"98418,7066567443",0,"0,0055806582",0,Low Risk
677,100404,Johnson,706,Germany,Male,61,4,"226824,2576630088",1,1,1,"37646,2175614139",1,"0,9708825044",1,High Risk
678,108175,Williams,453,Germany,Male,33,1,"8477,6425361908",1,1,0,"134175,2485166610",0,"0,3779809771",0,Medium Risk
679,102000,Johnson,513,Spain,Male,54,7,"172781,5954763534",2,0,0,"57753,8395330722",0,"0,9233252998",1,High Risk
680,109860,Miller,850,Germany,Female,41,0,"10814,5734604751",1,1,1,"77603,8617458696",0,"0,4553070304",0,Medium Risk
681,105989,Miller,557,France,Female,64,1,"176319,7260224238",3,1,0,"154811,4745961622",1,"0,9831736166",1,High Risk
682,101460,Garcia,691,France,Male,20,4,"244761,9051615888",1,0,0,"125317,2756557852",0,"0,0230398951",0,Low Risk
683,107190,Davis,630,Germany,Male,18,3,"16615,5624972435",4,1,0,"147842,0966379313",0,"0,0094993256",0,Low Risk
684,107140,Brown,668,France,Male,30,10,"15926,8806876287",2,1,0,"142796,6625600464",1,"0,1411773265",0,Low Risk
685,103636,Garcia,637,Spain,Male,33,1,"261145,3126913202",2,1,1,"179292,4676453337",0,"0,1018539687",0,Low Risk
686,104809,Jones,746,France,Female,18,3,"35872,2476876704",3,1,1,"158639,0344585988",0,"0,0041483110",0,Low Risk
687,104178,Johnson,743,Germany,Female,45,6,"63990,1230107537",4,1,0,"149423,8194587651",1,"0,6742324951",1,High Risk
688,107245,Johnson,661,Germany,Male,44,4,"36303,7426262436",3,0,0,"24354,5577283846",0,"0,6422038583",1,High Risk
689,106600,Garcia,559,France,Male,58,3,"138364,1901866655",3,1,1,"33351,5238603845",0,"0,8698556732",1,High Risk
690,105997,Jones,593,Germany,Female,54,1,"23709,8640123010",3,1,1,"113864,2057927085",1,"0,8309463639",1,High Risk
691,102048,Smith,492,France,Female,31,1,"68145,5978446310",1,1,1,"74088,3039342678",0,"0,1047240117",0,Low Risk
692,104780,Jones,616,France,Female,21,0,"190021,5533991769",1,0,0,"107857,9052360005",0,"0,0297688637",0,Low Risk
693,100716,Williams,473,Spain,Female,18,9,"285854,8007042912",1,1,1,"148909,5018265581",0,"0,0065857811",0,Low Risk
694,107939,Garcia,671,France,Female,36,5,"43500,0535309965",3,1,1,"72847,4836315471",0,"0,1608534514",0,Low Risk
695,105565,Davis,679,Germany,Female,35,5,"12100,4803159233",3,1,1,"174160,8369152962",1,"0,1696475193",0,Low Risk
696,104544,Jones,750,Germany,Male,44,3,"165908,2788052259",3,1,0,"92461,1948453917",0,"0,6650405536",1,High Risk
697,104976,Smith,527,Germany,Male,18,8,"11737,7178628411",1,1,0,"73910,9412633303",0,"0,0239310131",0,Low Risk
698,103419,Jones,534,France,Female,41,3,"151089,4050509940",1,1,1,"108105,5270888817",0,"0,3590020278",0,Medium Risk
699,107239,Johnson,802,Germany,Male,46,2,"116792,2630929695",3,1,1,"108144,9481163626",0,"0,5121377474",1,Medium Risk
700,109766,Brown,513,France,Male,29,10,"86170,6868974021",3,0,0,"173339,3308312097",0,"0,0707866435",0,Low Risk
701,100249,Johnson,850,France,Female,47,9,"280493,8183837053",1,0,1,"47595,5129749472",0,"0,6415633096",1,High Risk
702,108865,Davis,557,Spain,Female,35,8,"38918,8105696852",3,0,0,"109322,5721314092",0,"0,2676392223",0,Low Risk
703,100770,Miller,558,France,Male,56,0,"9797,5980563350",1,1,1,"164458,6013859710",1,"0,8977956908",1,High Risk
704,104363,Brown,734,Spain,Female,60,1,"399563,0015112567",1,1,1,"137454,7066852248",1,"0,9518972838",1,High Risk
705,101077,Miller,704,France,Female,39,0,"58187,0308158828",3,0,1,"116440,3172521820",0,"0,2126247700",0,Low Risk
706,108427,Jones,814,France,Male,51,6,"56808,5860191986",3,1,1,"171674,1306875419",1,"0,6784604814",1,High Risk
707,108580,Williams,460,France,Male,18,0,"9379,4047602663",3,1,1,"157280,9568440728",0,"0,0036389423",0,Low Risk
708,107901,Davis,703,France,Male,31,10,"136083,1041761035",4,1,0,"23461,7312874531",0,"0,1136944261",0,Low Risk
709,104858,Jones,645,France,Female,44,10,"127338,5736989111",4,0,1,"96029,4675534517",0,"0,2874304074",0,Low Risk
710,106544,Smith,542,France,Male,32,0,"15700,0445052216",4,1,1,"144255,2146361902",0,"0,0462887841",0,Low Risk
711,104719,Jones,838,Germany,Female,34,5,"26632,0784945001",2,0,0,"132108,8093144087",0,"0,3526461564",0,Medium Risk
712,102814,Brown,673,France,Female,24,5,"1655,0675850368",2,1,1,"75242,1922647495",0,"0,0196681979",0,Low Risk
713,103374,Johnson,643,France,Male,64,10,"220481,3219050406",4,0,1,"94266,3878576415",1,"0,9427845694",1,High Risk
714,101252,Williams,695,France,Male,24,4,"28041,2681839151",3,0,1,"107191,6230844304",0,"0,0111023880",0,Low Risk
715,106996,Miller,477,Spain,Female,50,3,"261785,6250440459",4,1,1,"92304,6727650428",1,"0,5522033077",1,Medium Risk
716,104673,Jones,525,France,Female,31,7,"84669,3823958233",2,0,0,"151328,3942789560",0,"0,1717519658",0,Low Risk
717,104530,Jones,616,Spain,Female,48,2,"55409,4424745492",1,1,1,"104294,5503981889",1,"0,7268237909",1,High Risk
718,106881,Johnson,681,France,Female,29,0,"786,1309785813",4,1,0,"161869,6745277775",0,"0,0668316341",0,Low Risk
719,106949,Williams,777,France,Male,33,0,"9681,0817176248",1,1,1,"96925,7785673494",0,"0,1542437028",0,Low Risk
720,109521,Garcia,561,France,Male,45,4,"17278,8036282697",1,1,1,"19452,5889644320",0,"0,5607679440",1,Medium Risk
721,106241,Miller,538,France,Male,48,2,"11170,9804830640",4,0,1,"173467,9815424312",0,"0,4091956566",0,Medium Risk
722,108017,Jones,700,Spain,Male,52,2,"29598,7602106574",1,0,1,"149814,2709726813",1,"0,8150626848",1,High Risk
723,106941,Jones,636,France,Female,39,10,"16792,7625719569",1,0,1,"44003,5729011115",0,"0,3843138626",0,Medium Risk
724,109550,Garcia,457,France,Female,55,1,"109014,9427125978",4,0,1,"75916,8550646170",1,"0,7202785863",1,High Risk
725,107002,Miller,558,France,Male,42,8,"35244,3136462409",4,1,1,"23761,7118824142",0,"0,2170644664",0,Low Risk
726,101331,Brown,631,France,Male,36,10,"126688,2849076540",1,1,1,"102175,8155379135",1,"0,2534344354",0,Low Risk
727,104261,Brown,634,Spain,Female,51,5,"14559,5581577595",1,1,1,"97657,8307498186",0,"0,8237975578",1,High Risk
728,107648,Davis,658,Spain,Female,40,6,"23459,3239487307",1,1,0,"45669,8039633190",0,"0,7010341141",1,High Risk
729,109550,Davis,519,France,Female,42,1,"154857,6261151039",2,0,1,"46500,7526660916",0,"0,2932821280",0,Low Risk
730,105115,Smith,636,France,Male,24,10,"100533,2084499726",2,1,0,"57716,5146368870",0,"0,0453639740",0,Low Risk
731,104637,Johnson,744,Spain,Male,29,0,"10142,0565234680",3,1,1,"145201,6858397701",0,"0,0355150626",0,Low Risk
732,104854,Williams,361,Germany,Female,45,7,"320440,5557234638",4,1,1,"73254,1837452569",0,"0,3864454829",0,Medium Risk
733,103177,Jones,621,Spain,Male,25,9,"143773,3087286456",1,0,0,"120860,8433292409",0,"0,0681934381",0,Low Risk
734,107730,Miller,483,France,Female,39,3,"80440,3729650839",1,0,1,"56753,3122612006",0,"0,3343374602",0,Medium Risk
735,102180,Jones,646,France,Male,18,8,"41993,5434928617",1,0,1,"173684,9071630946",0,"0,0060086666",0,Low Risk
736,104892,Davis,499,Germany,Female,67,8,"9865,1065636019",2,1,1,"142387,5053525564",1,"0,9895628588",1,High Risk
737,107043,Smith,663,Germany,Male,49,10,"44348,1385131225",4,0,0,"197751,7646233020",1,"0,7878313079",1,High Risk
738,100137,Miller,812,Germany,Female,32,3,"39011,7776020499",3,0,1,"175130,2752398916",0,"0,0847906891",0,Low Risk
739,106327,Miller,552,France,Male,61,9,"8161,3174592308",2,1,1,"36996,2499911086",1,"0,9553752624",1,High Risk
740,103472,Jones,566,Germany,Female,25,2,"153135,8922607264",4,1,0,"144670,4918885063",0,"0,0333256668",0,Low Risk
741,105449,Johnson,603,France,Female,30,4,"53671,7221468466",1,0,0,"65351,7037987959",1,"0,1697594069",0,Low Risk
742,102832,Smith,681,France,Female,46,5,"220288,0550143878",4,1,0,"123620,6147590166",0,"0,6282761944",1,High Risk
743,103579,Johnson,548,Germany,Female,52,9,"17193,1711499791",2,1,1,"133571,6407141444",1,"0,8328431138",1,High Risk
744,105971,Smith,611,Germany,Male,30,3,"38209,8894684188",2,1,1,"153476,3397518313",0,"0,0680169815",0,Low Risk
745,104164,Jones,583,Germany,Female,45,0,"32716,6874471553",2,1,1,"107375,4693776151",0,"0,5653853595",1,Medium Risk
746,107941,Smith,603,Spain,Female,44,6,"200367,7641631094",2,1,1,"81969,1487348619",1,"0,4656591792",0,Medium Risk
747,105569,Brown,683,Germany,Female,38,4,"70873,5124485504",1,1,0,"189677,0444401513",0,"0,6507305062",1,High Risk
748,104300,Miller,705,Germany,Male,30,1,"15294,3578711089",1,1,0,"74732,6555780663",0,"0,2246500937",0,Low Risk
749,106269,Williams,502,Germany,Female,51,10,"44230,5712879008",2,0,1,"66803,6704113158",0,"0,7888207283",1,High Risk
750,103818,Jones,682,France,Male,18,8,"286791,1436096752",1,0,1,"70597,4120846641",0,"0,0055541060",0,Low Risk
751,101906,Garcia,850,Spain,Female,41,7,"80181,8294965409",2,1,1,"166918,5214934328",0,"0,3413331840",0,Medium Risk
752,106254,Williams,804,France,Female,28,9,"3742,5222587072",3,0,0,"131179,7118902038",0,"0,0715986519",0,Low Risk
753,100760,Jones,585,Germany,Female,37,6,"5958,5459220225",4,0,1,"46292,2088037418",0,"0,1633249231",0,Low Risk
754,107830,Williams,663,France,Female,28,8,"26876,9670954934",3,1,1,"48349,7614204132",0,"0,0296015147",0,Low Risk
755,107350,Brown,646,France,Male,20,9,"97107,5375810657",1,0,1,"32657,9802434806",0,"0,0090261879",0,Low Risk
756,106238,Williams,695,France,Male,29,1,"28138,2891428883",1,1,0,"90624,9555107211",0,"0,1527304748",0,Low Risk
757,106090,Smith,607,Germany,Female,30,2,"189788,3957194124",4,0,1,"101379,5483424313",0,"0,0309800539",0,Low Risk
758,106031,Davis,623,France,Female,35,8,"99269,0967067839",1,1,0,"77658,8453541840",0,"0,4480159528",0,Medium Risk
759,107687,Williams,576,France,Female,38,5,"35771,9196190663",2,1,1,"85647,5383718129",0,"0,2552009742",0,Low Risk
760,109091,Jones,759,Germany,Male,48,1,"50076,7530253773",4,1,1,"126569,3575038342",1,"0,5367762669",1,Medium Risk
761,109911,Garcia,681,France,Female,61,5,"47041,6069590823",3,1,0,"114680,4362179483",1,"0,9780663755",1,High Risk
762,108472,Garcia,681,France,Male,40,4,"37714,5594694645",3,1,0,"94248,6246701292",0,"0,5135583431",1,Medium Risk
763,101887,Davis,771,France,Male,23,9,"99394,4984565258",1,1,1,"105102,8619267018",0,"0,0200461381",0,Low Risk
764,103266,Johnson,773,Germany,Female,50,4,"22523,8554518663",3,0,0,"160923,7079662626",1,"0,8664383942",1,High Risk
765,100666,Davis,754,Germany,Male,42,4,"34546,6674548291",1,1,0,"108815,3371453700",1,"0,7420040019",1,High Risk
766,104188,Miller,770,Spain,Female,24,1,"8908,9636856684",1,1,1,"192035,4126957515",0,"0,0273633063",0,Low Risk
767,100671,Williams,806,France,Male,40,5,"47166,3573612190",3,1,1,"115678,9056084148",0,"0,2761059518",0,Low Risk
768,106777,Garcia,553,France,Female,49,6,"6655,0675777302",3,1,1,"73213,7597276236",0,"0,6153582745",1,High Risk
769,107570,Davis,620,France,Female,26,8,"1806,7730210425",2,1,0,"189363,8194369709",0,"0,0724974662",0,Low Risk
770,107956,Williams,720,Spain,Female,30,4,"103840,1042572406",1,0,0,"30061,1026790624",1,"0,1760826331",0,Low Risk
771,105124,Miller,561,Germany,Female,40,10,"17728,0171280695",2,0,1,"176128,3125098679",0,"0,3878541471",0,Medium Risk
772,105585,Garcia,613,Germany,Female,34,10,"3583,2061803616",2,0,1,"34596,3568109854",0,"0,1812359213",0,Low Risk
773,104777,Miller,669,Spain,Female,18,4,"7078,0168756850",4,1,0,"132597,2677115402",0,"0,0081777524",0,Low Risk
774,103900,Williams,626,France,Male,74,8,"22215,7005468142",3,1,1,"178999,8949413789",1,"0,9949850921",1,High Risk
775,106677,Jones,656,France,Male,29,5,"127611,7165338740",3,0,1,"31593,9352024921",0,"0,0266423843",0,Low Risk
776,106981,Williams,535,Germany,Male,28,6,"1193,3230052848",3,1,1,"199906,8012158186",0,"0,0326071949",0,Low Risk
777,106376,Davis,646,Spain,Female,33,3,"129652,6696181309",2,0,1,"102374,0980065000",0,"0,1063538025",0,Low Risk
778,100523,Miller,663,Germany,Female,37,3,"90896,3021850823",4,0,0,"103992,2842206725",1,"0,3142970873",0,Medium Risk
779,102393,Jones,811,Spain,Female,43,0,"72135,9945716558",3,1,0,"76179,5797278195",0,"0,5838061436",1,Medium Risk
780,102593,Jones,623,Germany,Female,22,10,"240001,4943294463",3,1,0,"86009,3563641079",0,"0,0281530989",0,Low Risk
781,109945,Johnson,584,Spain,Female,57,4,"176953,4740199956",4,0,1,"97347,7977068282",1,"0,8145278353",1,High Risk
782,107240,Garcia,721,Germany,Female,18,1,"54260,9618712825",1,1,1,"45347,1232700768",0,"0,0103694624",0,Low Risk
783,106937,Smith,332,France,Male,32,4,"672,2832176673",4,0,1,"103182,6508327932",0,"0,0475527816",0,Low Risk
784,106190,Jones,618,Germany,Female,50,4,"123986,4081830800",4,0,1,"124037,3531648334",0,"0,6062193591",1,High Risk
785,105240,Miller,598,Germany,Female,49,3,"4890,2620673422",3,1,1,"16393,2987658102",1,"0,6892426301",1,High Risk
786,106493,Garcia,676,Germany,Female,18,9,"32580,4829312451",1,1,1,"151930,0992895998",0,"0,0102914319",0,Low Risk
787,102878,Brown,774,France,Female,37,8,"67931,2383798036",2,1,0,"117312,8614513494",0,"0,4776267188",0,Medium Risk
788,104143,Williams,805,France,Female,39,4,"10462,8827843775",1,0,0,"32238,4391606405",0,"0,6164392108",1,High Risk
789,103644,Davis,674,France,Male,42,5,"113716,0604167522",3,1,0,"170352,1859961104",0,"0,5159154828",1,Medium Risk
790,104432,Miller,494,Spain,Female,29,0,"38767,7792108223",1,1,1,"105178,5117268245",0,"0,0628011474",0,Low Risk
791,101276,Brown,598,France,Female,35,4,"44888,5342692191",3,0,0,"91736,3640678787",0,"0,2628335764",0,Low Risk
792,105811,Miller,609,France,Male,46,8,"104504,7313894078",4,0,1,"83771,8188488259",1,"0,3577668948",0,Medium Risk
793,100302,Williams,686,Germany,Male,50,10,"50789,9741990130",4,0,1,"159438,4101128824",0,"0,6378432031",1,High Risk
794,100638,Johnson,655,Spain,Female,18,5,"25433,7221036696",4,1,1,"26837,9702226225",0,"0,0030458411",0,Low Risk
795,100055,Miller,581,Spain,Male,45,8,"19450,5216986212",2,0,0,"144493,9070266290",1,"0,7341079977",1,High Risk
796,108717,Jones,524,Spain,Male,44,3,"128750,6353053150",4,0,1,"131622,7783437554",0,"0,2468639422",0,Low Risk
797,108150,Smith,563,Germany,Female,51,1,"138863,6764084506",1,1,1,"91351,2377787012",1,"0,8168736708",1,High Risk
798,102125,Jones,559,Spain,Male,25,8,"21778,3220651025",4,1,0,"190830,2265746894",0,"0,0285866150",0,Low Risk
799,100364,Williams,812,France,Female,45,3,"38420,2572802684",3,1,0,"115342,7747420130",1,"0,6723927694",1,High Risk
800,106809,Miller,573,France,Male,18,10,"313748,3010859366",3,0,1,"123832,4743543616",0,"0,0024194518",0,Low Risk
801,104621,Smith,656,Spain,Female,33,1,"414960,4595596910",1,0,1,"155359,5211314147",0,"0,1179964127",0,Low Risk
802,105126,Jones,746,France,Female,34,0,"88021,8914558691",4,0,1,"129400,0791299129",0,"0,0689119987",0,Low Risk
803,105122,Smith,669,Spain,Male,40,1,"141446,9807715826",4,1,1,"170389,3798405544",0,"0,1949252208",0,Low Risk
804,101646,Davis,541,France,Male,49,4,"137933,1578212917",1,1,0,"54716,1009995148",1,"0,8765146035",1,High Risk
805,100918,Williams,748,France,Female,22,2,"50345,5307185009",2,1,1,"159624,5902425836",0,"0,0125759192",0,Low Risk
806,102797,Johnson,685,France,Female,57,5,"4964,0811757369",3,1,1,"23560,7501479342",1,"0,8862957117",1,High Risk
807,106506,Johnson,431,Germany,Male,18,3,"134978,4551423445",3,1,0,"140312,4565029556",0,"0,0120509488",0,Low Risk
808,105870,Miller,774,France,Female,18,1,"14592,0255706283",4,1,1,"197239,8825990480",0,"0,0029708428",0,Low Risk
809,101531,Jones,737,France,Male,53,6,"34319,2573373595",1,1,1,"141092,9727219568",1,"0,8603135485",1,High Risk
810,108172,Brown,683,Spain,Male,40,10,"37913,0250791843",1,0,1,"73684,7833960472",1,"0,4390743449",0,Medium Risk
811,103345,Williams,813,Spain,Male,64,5,"42938,7140732796",4,0,1,"107017,0828841004",1,"0,9473218193",1,High Risk
812,107673,Jones,735,France,Female,50,7,"62676,3887743742",2,1,1,"198638,9430389639",0,"0,7423704301",1,High Risk
813,106949,Jones,762,Germany,Female,39,9,"69637,3769390179",1,1,0,"101812,2811744644",0,"0,7190898446",1,High Risk
814,106882,Johnson,753,Germany,Male,31,4,"66072,6352345567",1,1,0,"160007,9866504121",0,"0,3104274085",0,Medium Risk
815,101906,Miller,725,France,Male,29,2,"17775,2990391107",2,1,1,"45931,9987555677",0,"0,0455177953",0,Low Risk
816,103086,Smith,470,Germany,Female,44,3,"104640,7803094286",1,1,1,"170006,9606664171",1,"0,5807771495",1,Medium Risk
817,108152,Williams,482,France,Female,30,4,"156172,2312162936",4,1,0,"44807,0332677449",0,"0,0702286870",0,Low Risk
818,105750,Davis,735,France,Female,42,4,"61941,4976954399",3,1,0,"198794,2586018231",1,"0,5260681135",1,Medium Risk
819,108905,Smith,773,Spain,Male,28,5,"182213,4492657828",3,0,0,"31891,6671341317",0,"0,0630368810",0,Low Risk
820,101062,Garcia,579,Germany,Male,42,8,"58744,9045201886",4,1,1,"83484,8011610149",0,"0,2599974166",0,Low Risk
821,101976,Garcia,538,France,Female,62,3,"84006,8261963882",4,1,0,"143916,5131712724",1,"0,9694670342",1,High Risk
822,101296,Williams,676,Germany,Male,47,6,"7208,6683803187",4,1,1,"151973,0080185590",0,"0,5152540631",1,Medium Risk
823,106229,Miller,504,Germany,Male,31,6,"15881,4858002684",2,0,1,"69295,0671752860",1,"0,0896708866",0,Low Risk
824,107641,Brown,633,Germany,Female,44,5,"145814,8047134964",4,1,0,"124270,4344730924",0,"0,5992139154",1,Medium Risk
825,100125,Garcia,614,Germany,Male,43,0,"28658,7270198527",2,1,0,"27605,7251550509",1,"0,6944198098",1,High Risk
826,104632,Johnson,627,Germany,Female,42,8,"9846,9337099626",2,1,1,"18323,3605971754",0,"0,4591461323",0,Medium Risk
827,106288,Brown,838,France,Female,44,5,"83990,2567358436",4,0,0,"37477,4421550721",0,"0,5154503282",1,Medium Risk
828,103596,Jones,586,France,Female,52,2,"9914,8697842359",4,0,1,"86358,4693751134",1,"0,6225082304",1,High Risk
829,106168,Garcia,655,Germany,Female,55,10,"115224,7274324074",1,1,1,"103658,1742517011",1,"0,9289421545",1,High Risk
830,109795,Johnson,518,Spain,Male,39,1,"116852,3781810383",1,1,0,"30250,2606084025",1,"0,5931552703",1,Medium Risk
831,107561,Jones,744,France,Female,18,2,"60341,2413865785",3,1,1,"94420,4482178136",0,"0,0041737436",0,Low Risk
832,108258,Brown,632,France,Female,40,10,"115762,0565820324",2,1,0,"183135,4701255624",0,"0,6099370814",1,High Risk
833,100232,Williams,767,Germany,Female,36,0,"160631,1637483274",2,1,0,"123548,7205641439",0,"0,4522072210",0,Medium Risk
834,109361,Jones,404,France,Male,47,2,"22024,1904410293",2,0,0,"69607,3259439877",1,"0,7690502264",1,High Risk
835,106371,Smith,644,France,Male,20,4,"104848,9309140615",3,1,1,"47027,6528676495",0,"0,0052824631",0,Low Risk
836,104206,Williams,663,France,Male,46,3,"117878,3678650532",2,0,1,"108132,9536230772",1,"0,4851306471",0,Medium Risk
837,109685,Williams,741,France,Male,40,9,"21623,1658432235",3,1,1,"56792,6443793800",0,"0,3041935423",0,Medium Risk
838,107943,Brown,585,France,Female,24,0,"129783,1636244098",2,1,1,"189173,8791770004",0,"0,0168096726",0,Low Risk
839,106891,Brown,728,France,Male,18,4,"127134,7244006397",3,0,0,"73275,1148196398",0,"0,0085333876",0,Low Risk
840,106738,Johnson,597,Spain,Male,52,2,"17108,8045384449",3,1,0,"20078,8268504189",1,"0,8790896314",1,High Risk
841,102472,Johnson,659,France,Male,24,9,"38188,6725453668",1,1,1,"159217,3206582800",0,"0,0235466476",0,Low Risk
842,102739,Smith,742,Germany,Female,18,10,"283280,4008878440",4,0,1,"160692,0821063277",0,"0,0028881080",0,Low Risk
843,105401,Williams,557,Germany,Female,30,6,"7380,1022128897",3,1,1,"179298,8191915242",0,"0,0505243492",0,Low Risk
844,101761,Davis,724,France,Female,56,9,"25999,7848613482",4,1,1,"165927,7885433462",0,"0,8242327237",1,High Risk
845,100876,Miller,683,France,Female,41,10,"86464,9150125546",2,0,1,"67550,4914140757",0,"0,3206986433",0,Medium Risk
846,103812,Smith,616,Germany,Male,45,7,"346416,2785439020",4,1,1,"155146,9884443421",0,"0,3639884708",0,Medium Risk
847,109504,Smith,583,France,Male,38,4,"29725,4211388574",2,1,0,"173288,8043104118",0,"0,4892498640",0,Medium Risk
848,101460,Miller,439,France,Male,43,9,"169707,2983553491",4,1,0,"170881,0497658964",0,"0,4731660332",0,Medium Risk
849,101733,Miller,641,France,Male,35,7,"45784,4599744095",3,1,1,"97239,8805938066",0,"0,1246186550",0,Low Risk
850,101605,Miller,616,France,Male,31,5,"43461,4853678454",3,1,0,"143963,3326959582",0,"0,1469729137",0,Low Risk
851,105622,Brown,713,Spain,Female,29,5,"553579,9682503832",1,0,0,"186729,2408340126",0,"0,1174736661",0,Low Risk
852,106767,Smith,703,Germany,Male,34,4,"169945,5910472755",3,1,0,"129444,0084680367",0,"0,2782189063",0,Low Risk
853,106986,Smith,757,France,Female,75,10,"28572,2320314876",4,1,0,"72175,2952678265",1,"0,9982754702",1,High Risk
854,103517,Jones,760,Spain,Female,47,9,"20536,7650196371",4,0,1,"26797,1803300685",0,"0,4694392985",0,Medium Risk
855,103735,Miller,850,France,Female,26,5,"8782,7279405444",1,0,0,"32655,2935455753",0,"0,0881192342",0,Low Risk
856,109352,Miller,701,Germany,Male,19,0,"65913,5264015184",2,1,1,"102094,0091198766",0,"0,0084667339",0,Low Risk
857,108434,Johnson,563,Spain,Male,37,7,"40723,0235665753",4,1,0,"125550,0778423830",0,"0,2893157820",0,Low Risk
858,102590,Johnson,732,Spain,Female,18,4,"47936,1802972640",4,1,1,"45329,0807370243",0,"0,0030995282",0,Low Risk
859,101063,Williams,810,France,Male,52,7,"56459,4496648669",1,0,1,"46932,4750173370",1,"0,8215849977",1,High Risk
860,104324,Johnson,697,Germany,Male,18,2,"471537,9199023682",3,1,1,"33466,3110316270",0,"0,0036981721",0,Low Risk
861,109111,Garcia,437,France,Male,34,9,"287,6697105400",2,0,1,"71565,5526968038",1,"0,1295051663",0,Low Risk
862,105342,Williams,705,France,Male,18,5,"55523,8242215343",4,0,1,"120682,9313903716",0,"0,0023407323",0,Low Risk
863,100005,Davis,587,France,Female,45,0,"6717,9848841475",4,1,0,"140769,7030155787",0,"0,5862818595",1,Medium Risk
864,107489,Miller,517,Spain,Male,27,0,"111784,3765289266",3,0,1,"183177,5812881054",0,"0,0174824259",0,Low Risk
865,108659,Jones,668,France,Male,49,3,"5174,4763590494",3,1,1,"123997,4590249961",0,"0,5970165725",1,Medium Risk
866,108195,Johnson,497,France,Male,18,9,"145599,2786247340",4,1,1,"55125,2640694907",0,"0,0023156305",0,Low Risk
867,105966,Jones,752,France,Female,55,5,"202332,6384194653",2,1,0,"148626,2683163033",1,"0,9462992268",1,High Risk
868,108837,Johnson,723,France,Female,44,2,"353364,0586275031",1,1,1,"179865,7638592394",1,"0,4879698282",0,Medium Risk
869,100117,Johnson,641,France,Male,38,10,"12882,3263599400",1,1,0,"51108,2468036404",0,"0,6005845888",1,High Risk
870,102551,Jones,594,Spain,Male,26,10,"385807,8418021907",1,0,1,"157320,8639411517",0,"0,0278766940",0,Low Risk
871,105560,Smith,631,France,Male,34,4,"53159,9521861290",1,1,1,"163610,1920299556",0,"0,1762341081",0,Low Risk
872,104289,Smith,548,France,Male,49,9,"100124,6456538882",4,0,0,"69306,6079298906",1,"0,7208477870",1,High Risk
873,100846,Smith,642,Germany,Female,26,10,"4,7540079470",4,0,0,"105815,3933885928",0,"0,0451860277",0,Low Risk
874,106316,Garcia,365,Spain,Female,37,3,"46244,6368553088",1,1,1,"89809,1005307867",0,"0,3099820739",0,Medium Risk
875,106469,Smith,658,Spain,Female,34,9,"43524,9199936763",1,1,1,"58766,2818373630",0,"0,2118970098",0,Low Risk
876,109333,Johnson,661,Germany,Female,41,2,"70078,7975224600",2,1,0,"108698,7126657848",1,"0,6134140521",1,High Risk
877,108915,Miller,734,France,Female,18,8,"14224,6286561147",4,0,1,"176349,1364832268",0,"0,0024718783",0,Low Risk
878,100224,Brown,679,Spain,Female,60,3,"117178,2722769609",3,1,1,"24994,9123945489",1,"0,9289602770",1,High Risk
879,104208,Jones,747,Germany,Male,53,9,"90560,4374652351",2,1,1,"183307,1424426560",1,"0,8609806540",1,High Risk
880,106283,Miller,704,Germany,Female,18,6,"23887,6451233023",4,0,1,"21997,9641410248",0,"0,0034125694",0,Low Risk
881,102048,Brown,753,Spain,Female,18,4,"411267,8446211758",4,1,1,"95637,7113767842",0,"0,0025412568",0,Low Risk
882,106233,Miller,850,Spain,Female,60,6,"560,8716035285",3,1,0,"16596,2794855180",1,"0,9761502200",1,High Risk
