RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
690,105997,Jones,593,Germany,Female,54,1,23709.864012301005,3,1,1,113864.20579270847,1
691,102048,Smith,492,France,Female,31,1,68145.59784463102,1,1,1,74088.30393426775,0
692,104780,Jones,616,France,Female,21,0,190021.55339917692,1,0,0,107857.9052360005,0
693,100716,Williams,473,Spain,Female,18,9,285854.8007042912,1,1,1,148909.5018265581,0
694,107939,Garcia,671,France,Female,36,5,43500.05353099651,3,1,1,72847.48363154712,0
695,105565,Davis,679,Germany,Female,35,5,12100.480315923343,3,1,1,174160.83691529618,1
696,104544,Jones,750,Germany,Male,44,3,165908.2788052259,3,1,0,92461.1948453917,0
697,104976,Smith,527,Germany,Male,18,8,11737.717862841115,1,1,0,73910.94126333029,0
698,103419,Jones,534,France,Female,41,3,151089.40505099404,1,1,1,108105.52708888169,0
699,107239,Johnson,802,Germany,Male,46,2,116792.26309296953,3,1,1,108144.94811636259,0
700,109766,Brown,513,France,Male,29,10,86170.68689740215,3,0,0,173339.33083120966,0
701,100249,Johnson,850,France,Female,47,9,280493.8183837053,1,0,1,47595.51297494725,0
702,108865,Davis,557,Spain,Female,35,8,38918.81056968518,3,0,0,109322.57213140918,0
703,100770,Miller,558,France,Male,56,0,9797.598056334988,1,1,1,164458.60138597104,1
704,104363,Brown,734,Spain,Female,60,1,399563.0015112567,1,1,1,137454.70668522478,1
705,101077,Miller,704,France,Female,39,0,58187.030815882754,3,0,1,116440.31725218202,0
706,108427,Jones,814,France,Male,51,6,56808.58601919857,3,1,1,171674.13068754188,1
707,108580,Williams,460,France,Male,18,0,9379.404760266321,3,1,1,157280.95684407276,0
708,107901,Davis,703,France,Male,31,10,136083.10417610354,4,1,0,23461.73128745314,0
709,104858,Jones,645,France,Female,44,10,127338.57369891109,4,0,1,96029.46755345166,0
710,106544,Smith,542,France,Male,32,0,15700.044505221631,4,1,1,144255.21463619024,0
711,104719,Jones,838,Germany,Female,34,5,26632.07849450014,2,0,0,132108.80931440866,0
712,102814,Brown,673,France,Female,24,5,1655.0675850368439,2,1,1,75242.19226474954,0
713,103374,Johnson,643,France,Male,64,10,220481.32190504056,4,0,1,94266.38785764147,1
714,101252,Williams,695,France,Male,24,4,28041.2681839151,3,0,1,107191.62308443035,0
715,106996,Miller,477,Spain,Female,50,3,261785.62504404582,4,1,1,92304.67276504275,1
716,104673,Jones,525,France,Female,31,7,84669.38239582334,2,0,0,151328.39427895597,0
717,104530,Jones,616,Spain,Female,48,2,55409.44247454921,1,1,1,104294.55039818892,1
718,106881,Johnson,681,France,Female,29,0,786.1309785813023,4,1,0,161869.67452777748,0
719,106949,Williams,777,France,Male,33,0,9681.081717624777,1,1,1,96925.77856734939,0
720,109521,Garcia,561,France,Male,45,4,17278.803628269718,1,1,1,19452.58896443205,0
721,106241,Miller,538,France,Male,48,2,11170.980483064031,4,0,1,173467.9815424312,0
722,108017,Jones,700,Spain,Male,52,2,29598.760210657383,1,0,1,149814.27097268135,1
723,106941,Jones,636,France,Female,39,10,16792.762571956864,1,0,1,44003.57290111152,0
724,109550,Garcia,457,France,Female,55,1,109014.94271259784,4,0,1,75916.85506461702,1
725,107002,Miller,558,France,Male,42,8,35244.31364624086,4,1,1,23761.711882414224,0
726,101331,Brown,631,France,Male,36,10,126688.28490765396,1,1,1,102175.81553791354,1
727,104261,Brown,634,Spain,Female,51,5,14559.558157759533,1,1,1,97657.83074981865,0
728,107648,Davis,658,Spain,Female,40,6,23459.323948730664,1,1,0,45669.803963318984,0
729,109550,Davis,519,France,Female,42,1,154857.62611510392,2,0,1,46500.752666091605,0
730,105115,Smith,636,France,Male,24,10,100533.20844997258,2,1,0,57716.514636886954,0
731,104637,Johnson,744,Spain,Male,29,0,10142.056523468049,3,1,1,145201.6858397701,0
732,104854,Williams,361,Germany,Female,45,7,320440.55572346377,4,1,1,73254.18374525693,0
733,103177,Jones,621,Spain,Male,25,9,143773.30872864564,1,0,0,120860.84332924087,0
734,107730,Miller,483,France,Female,39,3,80440.37296508394,1,0,1,56753.31226120063,0
735,102180,Jones,646,France,Male,18,8,41993.54349286173,1,0,1,173684.9071630946,0
736,104892,Davis,499,Germany,Female,67,8,9865.106563601892,2,1,1,142387.50535255636,1
737,107043,Smith,663,Germany,Male,49,10,44348.13851312248,4,0,0,197751.76462330198,1
738,100137,Miller,812,Germany,Female,32,3,39011.77760204987,3,0,1,175130.27523989158,0
739,106327,Miller,552,France,Male,61,9,8161.317459230827,2,1,1,36996.24999110861,1
740,103472,Jones,566,Germany,Female,25,2,153135.8922607264,4,1,0,144670.49188850625,0
741,105449,Johnson,603,France,Female,30,4,53671.72214684662,1,0,0,65351.703798795905,1
742,102832,Smith,681,France,Female,46,5,220288.0550143878,4,1,0,123620.61475901658,0
743,103579,Johnson,548,Germany,Female,52,9,17193.171149979058,2,1,1,133571.6407141444,1
744,105971,Smith,611,Germany,Male,30,3,38209.88946841883,2,1,1,153476.33975183134,0
745,104164,Jones,583,Germany,Female,45,0,32716.687447155316,2,1,1,107375.4693776151,0
746,107941,Smith,603,Spain,Female,44,6,200367.76416310942,2,1,1,81969.14873486187,1
747,105569,Brown,683,Germany,Female,38,4,70873.51244855036,1,1,0,189677.0444401513,0
748,104300,Miller,705,Germany,Male,30,1,15294.357871108883,1,1,0,74732.65557806626,0
749,106269,Williams,502,Germany,Female,51,10,44230.57128790083,2,0,1,66803.67041131585,0
750,103818,Jones,682,France,Male,18,8,286791.1436096752,1,0,1,70597.41208466415,0
751,101906,Garcia,850,Spain,Female,41,7,80181.82949654089,2,1,1,166918.5214934328,0
752,106254,Williams,804,France,Female,28,9,3742.522258707198,3,0,0,131179.71189020382,0
753,100760,Jones,585,Germany,Female,37,6,5958.545922022471,4,0,1,46292.208803741814,0
754,107830,Williams,663,France,Female,28,8,26876.967095493364,3,1,1,48349.76142041324,0
755,107350,Brown,646,France,Male,20,9,97107.53758106567,1,0,1,32657.980243480626,0
756,106238,Williams,695,France,Male,29,1,28138.2891428883,1,1,0,90624.95551072108,0
757,106090,Smith,607,Germany,Female,30,2,189788.3957194124,4,0,1,101379.54834243134,0
758,106031,Davis,623,France,Female,35,8,99269.09670678386,1,1,0,77658.84535418401,0
759,107687,Williams,576,France,Female,38,5,35771.91961906631,2,1,1,85647.5383718129,0
760,109091,Jones,759,Germany,Male,48,1,50076.75302537733,4,1,1,126569.35750383421,1
761,109911,Garcia,681,France,Female,61,5,47041.6069590823,3,1,0,114680.43621794826,1
762,108472,Garcia,681,France,Male,40,4,37714.55946946449,3,1,0,94248.62467012923,0
763,101887,Davis,771,France,Male,23,9,99394.49845652585,1,1,1,105102.8619267018,0
764,103266,Johnson,773,Germany,Female,50,4,22523.855451866293,3,0,0,160923.7079662626,1
765,100666,Davis,754,Germany,Male,42,4,34546.667454829134,1,1,0,108815.33714537,1
766,104188,Miller,770,Spain,Female,24,1,8908.963685668423,1,1,1,192035.4126957515,0
767,100671,Williams,806,France,Male,40,5,47166.357361219,3,1,1,115678.90560841475,0
768,106777,Garcia,553,France,Female,49,6,6655.06757773021,3,1,1,73213.75972762358,0
769,107570,Davis,620,France,Female,26,8,1806.7730210425148,2,1,0,189363.8194369709,0
770,107956,Williams,720,Spain,Female,30,4,103840.10425724057,1,0,0,30061.10267906239,1
771,105124,Miller,561,Germany,Female,40,10,17728.01712806947,2,0,1,176128.31250986792,0
772,105585,Garcia,613,Germany,Female,34,10,3583.2061803615757,2,0,1,34596.356810985424,0
773,104777,Miller,669,Spain,Female,18,4,7078.01687568501,4,1,0,132597.26771154016,0
774,103900,Williams,626,France,Male,74,8,22215.700546814205,3,1,1,178999.89494137885,1
775,106677,Jones,656,France,Male,29,5,127611.71653387396,3,0,1,31593.935202492146,0
776,106981,Williams,535,Germany,Male,28,6,1193.3230052848323,3,1,1,199906.8012158186,0
777,106376,Davis,646,Spain,Female,33,3,129652.6696181309,2,0,1,102374.09800649996,0
778,100523,Miller,663,Germany,Female,37,3,90896.3021850823,4,0,0,103992.2842206725,1
779,102393,Jones,811,Spain,Female,43,0,72135.99457165577,3,1,0,76179.57972781948,0
780,102593,Jones,623,Germany,Female,22,10,240001.49432944634,3,1,0,86009.35636410785,0
781,109945,Johnson,584,Spain,Female,57,4,176953.47401999563,4,0,1,97347.79770682823,1
782,107240,Garcia,721,Germany,Female,18,1,54260.96187128247,1,1,1,45347.12327007677,0
783,106937,Smith,332,France,Male,32,4,672.2832176672937,4,0,1,103182.65083279318,0
784,106190,Jones,618,Germany,Female,50,4,123986.40818307998,4,0,1,124037.35316483345,0
785,105240,Miller,598,Germany,Female,49,3,4890.26206734217,3,1,1,16393.29876581022,1
786,106493,Garcia,676,Germany,Female,18,9,32580.482931245137,1,1,1,151930.09928959984,0
787,102878,Brown,774,France,Female,37,8,67931.23837980357,2,1,0,117312.86145134944,0
788,104143,Williams,805,France,Female,39,4,10462.88278437752,1,0,0,32238.43916064053,0
789,103644,Davis,674,France,Male,42,5,113716.06041675224,3,1,0,170352.18599611038,0
790,104432,Miller,494,Spain,Female,29,0,38767.779210822315,1,1,1,105178.51172682452,0
791,101276,Brown,598,France,Female,35,4,44888.53426921907,3,0,0,91736.36406787866,0
792,105811,Miller,609,France,Male,46,8,104504.73138940781,4,0,1,83771.81884882593,1
793,100302,Williams,686,Germany,Male,50,10,50789.97419901298,4,0,1,159438.41011288238,0
794,100638,Johnson,655,Spain,Female,18,5,25433.72210366956,4,1,1,26837.970222622476,0
795,100055,Miller,581,Spain,Male,45,8,19450.521698621225,2,0,0,144493.907026629,1
796,108717,Jones,524,Spain,Male,44,3,128750.63530531501,4,0,1,131622.77834375537,0
797,108150,Smith,563,Germany,Female,51,1,138863.67640845064,1,1,1,91351.23777870122,1
798,102125,Jones,559,Spain,Male,25,8,21778.322065102497,4,1,0,190830.22657468944,0
799,100364,Williams,812,France,Female,45,3,38420.257280268444,3,1,0,115342.77474201302,1
800,106809,Miller,573,France,Male,18,10,313748.3010859366,3,0,1,123832.47435436158,0
801,104621,Smith,656,Spain,Female,33,1,414960.45955969096,1,0,1,155359.5211314147,0
802,105126,Jones,746,France,Female,34,0,88021.89145586907,4,0,1,129400.07912991288,0
803,105122,Smith,669,Spain,Male,40,1,141446.98077158257,4,1,1,170389.37984055438,0
804,101646,Davis,541,France,Male,49,4,137933.1578212917,1,1,0,54716.100999514805,1
805,100918,Williams,748,France,Female,22,2,50345.530718500886,2,1,1,159624.59024258357,0
806,102797,Johnson,685,France,Female,57,5,4964.081175736894,3,1,1,23560.750147934174,1
807,106506,Johnson,431,Germany,Male,18,3,134978.45514234452,3,1,0,140312.45650295558,0
808,105870,Miller,774,France,Female,18,1,14592.02557062835,4,1,1,197239.882599048,0
809,101531,Jones,737,France,Male,53,6,34319.257337359486,1,1,1,141092.97272195682,1
810,108172,Brown,683,Spain,Male,40,10,37913.025079184314,1,0,1,73684.78339604718,1
811,103345,Williams,813,Spain,Male,64,5,42938.71407327961,4,0,1,107017.08288410041,1
812,107673,Jones,735,France,Female,50,7,62676.38877437424,2,1,1,198638.9430389639,0
813,106949,Jones,762,Germany,Female,39,9,69637.37693901788,1,1,0,101812.28117446443,0
814,106882,Johnson,753,Germany,Male,31,4,66072.63523455668,1,1,0,160007.98665041217,0
815,101906,Miller,725,France,Male,29,2,17775.29903911066,2,1,1,45931.99875556767,0
816,103086,Smith,470,Germany,Female,44,3,104640.78030942858,1,1,1,170006.96066641714,1
817,108152,Williams,482,France,Female,30,4,156172.23121629359,4,1,0,44807.0332677449,0
818,105750,Davis,735,France,Female,42,4,61941.49769543988,3,1,0,198794.25860182312,1
819,108905,Smith,773,Spain,Male,28,5,182213.44926578284,3,0,0,31891.667134131738,0
820,101062,Garcia,579,Germany,Male,42,8,58744.904520188604,4,1,1,83484.8011610149,0
821,101976,Garcia,538,France,Female,62,3,84006.82619638821,4,1,0,143916.5131712724,1
822,101296,Williams,676,Germany,Male,47,6,7208.668380318731,4,1,1,151973.008018559,0
823,106229,Miller,504,Germany,Male,31,6,15881.485800268356,2,0,1,69295.06717528599,1
824,107641,Brown,633,Germany,Female,44,5,145814.80471349639,4,1,0,124270.43447309245,0
825,100125,Garcia,614,Germany,Male,43,0,28658.727019852653,2,1,0,27605.72515505091,1
826,104632,Johnson,627,Germany,Female,42,8,9846.933709962577,2,1,1,18323.360597175422,0
827,106288,Brown,838,France,Female,44,5,83990.25673584362,4,0,0,37477.44215507207,0
828,103596,Jones,586,France,Female,52,2,9914.869784235898,4,0,1,86358.46937511343,1
829,106168,Garcia,655,Germany,Female,55,10,115224.7274324074,1,1,1,103658.1742517011,1
830,109795,Johnson,518,Spain,Male,39,1,116852.37818103828,1,1,0,30250.26060840248,1
831,107561,Jones,744,France,Female,18,2,60341.24138657847,3,1,1,94420.44821781364,0
832,108258,Brown,632,France,Female,40,10,115762.0565820324,2,1,0,183135.47012556237,0
833,100232,Williams,767,Germany,Female,36,0,160631.16374832735,2,1,0,123548.7205641439,0
834,109361,Jones,404,France,Male,47,2,22024.1904410293,2,0,0,69607.32594398774,1
835,106371,Smith,644,France,Male,20,4,104848.9309140615,3,1,1,47027.65286764953,0
836,104206,Williams,663,France,Male,46,3,117878.3678650532,2,0,1,108132.95362307715,1
837,109685,Williams,741,France,Male,40,9,21623.165843223473,3,1,1,56792.64437938,0
838,107943,Brown,585,France,Female,24,0,129783.16362440976,2,1,1,189173.87917700037,0
839,106891,Brown,728,France,Male,18,4,127134.72440063966,3,0,0,73275.11481963977,0
840,106738,Johnson,597,Spain,Male,52,2,17108.8045384449,3,1,0,20078.8268504189,1
841,102472,Johnson,659,France,Male,24,9,38188.67254536677,1,1,1,159217.32065828005,0
842,102739,Smith,742,Germany,Female,18,10,283280.40088784404,4,0,1,160692.08210632773,0
843,105401,Williams,557,Germany,Female,30,6,7380.102212889709,3,1,1,179298.8191915242,0
844,101761,Davis,724,France,Female,56,9,25999.78486134815,4,1,1,165927.7885433462,0
845,100876,Miller,683,France,Female,41,10,86464.9150125546,2,0,1,67550.4914140757,0
846,103812,Smith,616,Germany,Male,45,7,346416.27854390204,4,1,1,155146.9884443421,0
847,109504,Smith,583,France,Male,38,4,29725.421138857426,2,1,0,173288.8043104118,0
848,101460,Miller,439,France,Male,43,9,169707.29835534914,4,1,0,170881.0497658964,0
849,101733,Miller,641,France,Male,35,7,45784.45997440951,3,1,1,97239.88059380665,0
850,101605,Miller,616,France,Male,31,5,43461.48536784542,3,1,0,143963.33269595818,0
851,105622,Brown,713,Spain,Female,29,5,553579.9682503832,1,0,0,186729.24083401254,0
852,106767,Smith,703,Germany,Male,34,4,169945.5910472755,3,1,0,129444.00846803671,0
853,106986,Smith,757,France,Female,75,10,28572.232031487616,4,1,0,72175.29526782653,1
854,103517,Jones,760,Spain,Female,47,9,20536.7650196371,4,0,1,26797.180330068455,0
855,103735,Miller,850,France,Female,26,5,8782.72794054442,1,0,0,32655.293545575325,0
856,109352,Miller,701,Germany,Male,19,0,65913.52640151838,2,1,1,102094.00911987656,0
857,108434,Johnson,563,Spain,Male,37,7,40723.02356657531,4,1,0,125550.07784238296,0
858,102590,Johnson,732,Spain,Female,18,4,47936.18029726398,4,1,1,45329.080737024284,0
859,101063,Williams,810,France,Male,52,7,56459.44966486689,1,0,1,46932.47501733699,1
860,104324,Johnson,697,Germany,Male,18,2,471537.9199023682,3,1,1,33466.31103162696,0
861,109111,Garcia,437,France,Male,34,9,287.6697105400492,2,0,1,71565.55269680383,1
862,105342,Williams,705,France,Male,18,5,55523.82422153429,4,0,1,120682.93139037165,0
863,100005,Davis,587,France,Female,45,0,6717.984884147546,4,1,0,140769.7030155787,0
864,107489,Miller,517,Spain,Male,27,0,111784.37652892663,3,0,1,183177.5812881054,0
865,108659,Jones,668,France,Male,49,3,5174.476359049381,3,1,1,123997.45902499607,0
866,108195,Johnson,497,France,Male,18,9,145599.27862473403,4,1,1,55125.264069490695,0
867,105966,Jones,752,France,Female,55,5,202332.6384194653,2,1,0,148626.26831630326,1
868,108837,Johnson,723,France,Female,44,2,353364.0586275031,1,1,1,179865.76385923938,1
869,100117,Johnson,641,France,Male,38,10,12882.326359940027,1,1,0,51108.24680364043,0
870,102551,Jones,594,Spain,Male,26,10,385807.8418021907,1,0,1,157320.86394115168,0
871,105560,Smith,631,France,Male,34,4,53159.95218612897,1,1,1,163610.19202995562,0
872,104289,Smith,548,France,Male,49,9,100124.64565388823,4,0,0,69306.60792989064,1
873,100846,Smith,642,Germany,Female,26,10,4.754007946953027,4,0,0,105815.39338859275,0
874,106316,Garcia,365,Spain,Female,37,3,46244.63685530878,1,1,1,89809.10053078673,0
875,106469,Smith,658,Spain,Female,34,9,43524.91999367629,1,1,1,58766.28183736298,0
876,109333,Johnson,661,Germany,Female,41,2,70078.79752245996,2,1,0,108698.71266578484,1
877,108915,Miller,734,France,Female,18,8,14224.628656114743,4,0,1,176349.1364832268,0
878,100224,Brown,679,Spain,Female,60,3,117178.27227696087,3,1,1,24994.91239454894,1
879,104208,Jones,747,Germany,Male,53,9,90560.43746523514,2,1,1,183307.14244265598,1
880,106283,Miller,704,Germany,Female,18,6,23887.645123302264,4,0,1,21997.964141024837,0
881,102048,Brown,753,Spain,Female,18,4,411267.8446211758,4,1,1,95637.71137678417,0
882,106233,Miller,850,Spain,Female,60,6,560.8716035285291,3,1,0,16596.279485518025,1
883,109765,Garcia,692,Spain,Male,39,4,40934.97484691258,2,1,1,147780.43752621912,0
884,101828,Brown,668,France,Female,18,2,30343.86971782867,3,0,0,32858.84023347015,0
885,101917,Davis,768,France,Female,31,5,82106.98581774568,3,1,0,168950.76665097717,0
886,104234,Williams,603,Spain,Female,34,8,219283.10223758922,2,1,1,180824.4260194498,0
887,106988,Smith,638,Germany,Female,48,5,107228.73101004385,1,1,1,87547.0149152744,0
888,102026,Davis,692,France,Male,53,3,4876.420610773072,3,1,1,197340.6305416841,0
889,103744,Garcia,657,Germany,Male,40,0,199068.56000322814,4,0,1,86450.53230267134,0
890,109093,Miller,656,France,Male,36,2,30799.37038992484,2,1,0,97756.04852638558,0
891,100009,Johnson,739,Germany,Female,31,2,11689.826777395972,3,1,1,90611.18343676756,0
892,100260,Smith,480,Spain,Male,60,1,56660.96381413981,4,1,1,114198.85970302027,1
893,106038,Davis,850,France,Male,32,9,228978.13113829552,1,0,0,184850.2005132555,0
894,109865,Smith,698,France,Male,46,1,3519.593916000127,4,1,1,31905.5712041356,0
895,102219,Brown,609,France,Male,22,7,98259.42440302385,3,1,0,85900.6745066983,0
896,107041,Williams,812,Spain,Male,19,7,40421.1028378517,4,1,1,78785.74368134163,0
897,102060,Smith,660,Germany,Female,41,2,97437.76855623338,1,1,1,30405.006192713365,0
898,105287,Miller,662,Germany,Female,33,3,30971.773525599692,4,1,1,157759.8307517121,0
899,101619,Miller,628,Germany,Female,18,4,341416.53000950394,4,1,1,37677.67132948835,0
900,108512,Jones,796,France,Female,34,10,12084.67952218238,4,1,0,20395.888680228425,0
901,101342,Jones,649,France,Female,76,8,17196.811439151243,3,1,0,195017.9261423225,1
902,102832,Smith,594,Germany,Female,38,4,4674.333193001212,1,1,1,142956.12516513866,0
903,102824,Brown,749,Spain,Male,34,10,158473.47607407003,3,0,0,149069.76465171194,0
904,101994,Brown,768,France,Male,34,5,9866.830131840528,1,1,1,119925.37417199858,1
905,103490,Johnson,810,France,Female,56,6,32382.546764195275,3,0,0,43863.71208739344,1
906,109310,Garcia,713,France,Female,36,10,23016.983612712866,2,1,0,112195.58581880145,0
907,107984,Garcia,764,Germany,Female,42,1,43623.424586420166,3,1,1,157925.0002716846,0
908,101604,Davis,624,France,Female,49,3,145150.14880982556,1,0,0,145067.43062714045,1
909,100235,Garcia,752,Spain,Male,58,5,299958.0226318861,4,1,1,132503.43286418167,0
910,101908,Williams,724,France,Male,28,3,211089.1059027853,1,0,1,27083.812245263503,0
911,108567,Brown,703,France,Female,24,4,183989.4026220082,3,1,0,133592.06996637772,0
912,103530,Johnson,494,France,Female,28,2,54037.57627726002,3,1,1,24238.10292846386,0
913,105256,Jones,611,Spain,Female,48,1,161857.30187564495,3,1,1,184483.61760730963,0
914,102635,Miller,645,France,Female,50,0,150126.05884539688,1,1,1,172526.4880605997,0
915,108162,Garcia,703,France,Female,41,2,28439.507204086196,4,1,1,15983.954451596397,1
916,109762,Jones,850,France,Female,53,9,30434.746019826896,2,1,1,51869.85030502967,1
917,102560,Jones,735,Germany,Male,50,8,69113.68180935843,2,1,0,118831.71540438566,0
918,105415,Smith,568,France,Male,29,0,330983.02952491445,4,0,0,20039.587561776774,0
919,103391,Williams,601,Germany,Male,18,7,11417.89831343982,2,1,1,182983.44208172482,0
920,105951,Johnson,788,France,Male,32,4,445673.2177722424,4,1,1,180906.74123572925,0
921,105468,Williams,597,Spain,Female,47,3,17307.98546249377,1,1,1,43435.92473800959,0
922,108007,Smith,751,Spain,Male,46,4,66477.4408051804,1,1,1,185019.83063125797,0
923,109064,Johnson,661,France,Male,18,10,36236.516204562846,4,0,0,144045.15897234154,0
924,109444,Johnson,633,Spain,Female,18,6,54430.265960104305,2,1,1,98612.41528490036,0
925,106413,Brown,599,France,Male,49,7,316612.99240408465,2,0,1,98121.58555158875,1
926,106941,Williams,345,Spain,Male,49,1,99913.50848358465,1,1,1,70904.72664108199,0
927,109506,Williams,703,France,Male,44,5,35312.68120663474,1,1,0,121942.78925917481,1
928,104820,Brown,544,France,Female,52,3,99001.00095760793,4,1,1,124943.87862812297,1
929,102898,Davis,508,France,Female,42,7,60176.135676871134,4,1,1,43642.03384005259,0
930,107546,Jones,674,Germany,Female,19,3,287103.8804762862,1,0,1,102745.81306195566,0
931,100077,Smith,752,France,Female,34,2,43516.940240280106,1,1,1,32374.115453775692,0
932,107577,Williams,480,Germany,Male,37,4,87821.15859031417,1,1,0,157232.00012459324,0
933,104227,Brown,750,France,Female,30,3,189327.23258277605,1,0,1,161400.95392248605,0
934,100600,Miller,559,Germany,Female,30,4,319035.0054360747,2,1,0,172780.48569306373,0
935,101065,Davis,714,Germany,Female,37,8,160528.67682780756,1,1,1,20112.136808028252,0
936,102136,Johnson,707,Germany,Male,26,10,274162.6981660431,3,0,1,137116.28230736993,0
937,109510,Garcia,629,Germany,Male,18,2,62320.20774969501,1,1,1,176601.4121118559,0
938,106943,Miller,652,France,Male,40,1,144604.6877522232,1,0,0,74755.3473771964,1
939,107804,Brown,610,France,Male,57,1,9943.326164662454,2,0,1,160857.15789020565,1
940,106565,Garcia,676,France,Female,18,8,90094.26661352687,2,0,0,12657.220738038975,0
941,105984,Jones,675,Spain,Male,41,6,1359.4947919049912,1,1,1,136927.18447966088,1
942,105142,Smith,557,Germany,Female,23,9,30116.79661490975,1,0,1,56928.957163276034,0
943,104670,Garcia,514,Germany,Male,49,3,109529.68823990373,3,0,0,26312.064739526053,1
944,102190,Davis,750,Spain,Female,44,5,18821.34321164271,2,1,0,105826.77583976813,0
945,109184,Jones,670,Spain,Male,54,9,22332.155680806252,4,0,1,80645.51442813185,1
946,102712,Garcia,736,Germany,Male,26,5,6370.51834068877,4,1,1,123994.41117151812,0
947,102192,Johnson,582,Germany,Male,39,2,137590.05247217126,2,1,0,172892.9644930546,0
948,101248,Johnson,567,Spain,Male,76,8,59410.76458474623,4,1,0,85445.98404579022,1
949,104033,Davis,548,Spain,Female,42,3,218880.71917213584,1,1,1,186187.09858460122,1
950,101997,Johnson,631,Germany,Male,49,0,44982.33615425415,1,1,0,62166.8463018003,1
951,103687,Johnson,673,Germany,Female,60,1,57138.45098520049,4,1,0,158149.89774658132,1
952,104018,Brown,595,Germany,Female,25,4,68304.0333689301,3,0,1,132286.22493513892,0
953,101970,Johnson,806,France,Male,18,7,197263.49318262222,4,1,1,108656.36339552165,0
954,108389,Miller,585,Spain,Male,18,6,34557.450224051754,3,1,0,96233.64195946655,0
955,105765,Johnson,674,Germany,Male,21,8,5295.738120386991,4,1,1,183716.08872489855,0
956,101202,Miller,561,France,Male,32,0,98669.01047881463,3,0,1,133741.57867887348,0
957,108135,Brown,582,France,Female,46,1,174698.24552122454,3,1,1,79623.92664607079,1
958,105567,Johnson,641,Spain,Female,53,9,81251.05899570792,3,1,0,115624.20255591309,0
959,107667,Davis,566,Germany,Male,22,3,38636.582143238455,1,1,0,115442.11170673641,0
960,105742,Jones,658,France,Female,71,6,99552.16396572469,4,0,0,176815.96968878666,1
961,105788,Davis,694,France,Male,58,0,471088.94776502444,1,1,1,19413.8943973107,1
962,105408,Jones,759,Germany,Female,31,4,85341.39844467484,2,1,0,94631.38956082931,0
963,108669,Williams,542,France,Male,74,1,37865.24280306717,2,1,0,107694.62427186327,1
964,109446,Jones,666,France,Female,47,1,27920.54963069876,2,1,0,40212.10826773401,1
965,100922,Smith,643,Germany,Male,37,1,633490.9051125821,1,0,1,11728.484912445849,0
966,100419,Smith,465,Germany,Male,24,8,189993.67057551435,2,1,1,11983.460042778524,0
967,102204,Smith,537,Spain,Male,22,10,32778.97814550381,2,1,0,197045.76756976024,0
968,101120,Brown,697,France,Male,53,9,30441.609749635663,3,1,1,25881.91254660998,1
969,100950,Davis,514,France,Female,40,4,162795.93485928138,4,0,0,28580.9472294247,0
970,102336,Jones,642,France,Male,45,7,486463.39460740593,3,0,0,34994.64712767036,1
971,105373,Davis,437,France,Male,21,9,62661.66634098892,4,1,1,197872.89991105246,0
972,102243,Miller,639,France,Female,47,5,25781.985005782415,2,1,1,151880.03244333214,0
973,102645,Smith,444,Germany,Female,40,10,26181.10896305989,3,0,1,88579.42934791002,0
974,104612,Williams,589,France,Male,22,0,159628.31815591332,2,1,0,197550.90848022903,0
975,101865,Brown,606,Spain,Female,18,9,92891.23791788216,3,1,0,117160.49636487356,0
976,106028,Williams,662,France,Female,39,8,100444.2546475277,4,0,0,163632.20341159625,0
977,107326,Jones,624,Germany,Male,49,6,21607.54700430918,1,1,0,25822.21245923545,1
978,106371,Johnson,526,Spain,Male,54,10,13980.645002603394,1,1,1,188560.2389855444,0
979,106359,Williams,528,France,Male,42,1,1069.7859619271508,1,0,1,191046.2986902733,0
980,107863,Johnson,488,France,Male,26,7,246748.63772172376,2,0,0,174281.84791658985,0
981,103228,Brown,670,Germany,Male,39,1,43848.90711832608,2,1,1,41923.04592144455,0
982,103719,Williams,666,Germany,Female,44,1,141871.851537061,2,1,0,12200.693966462344,1
983,102371,Williams,716,Germany,Female,27,3,215812.14898573546,3,1,1,180865.1753139034,0
984,102891,Garcia,599,France,Male,31,7,91271.0453689651,2,0,0,69445.84272893534,0
985,103756,Brown,476,Germany,Male,39,6,55209.4023954212,4,1,1,79977.81525267122,0
986,104225,Brown,618,Germany,Male,42,1,3943.5389611567825,2,1,1,100194.60072781496,0
987,100094,Smith,651,France,Male,20,9,41117.36436150249,1,0,1,71428.87327624153,0
988,102674,Jones,533,Spain,Female,30,5,38805.870479237485,2,1,1,123645.7111822375,0
989,106898,Williams,543,Germany,Female,41,10,83550.95288800952,4,1,0,87590.61679987267,0
990,100793,Davis,695,Germany,Male,46,10,144420.7898389783,3,1,1,149449.4678558336,1
991,102116,Williams,660,Spain,Female,41,3,124167.83217761762,4,0,1,17592.4053163767,0
992,105779,Miller,763,Germany,Female,43,9,203960.42027220564,4,1,1,50216.376287163184,0
993,106166,Brown,822,France,Male,42,0,4797.8999544191365,1,0,1,183917.79874211192,1
994,100814,Davis,499,Germany,Male,26,7,92887.81698406239,1,1,1,20107.61844375123,0
995,100345,Brown,608,Spain,Female,59,7,20949.61951646555,4,0,1,101541.87892958614,1
996,108554,Jones,662,Germany,Female,33,5,359497.5110308444,3,1,0,45759.335688486004,0
